"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
4106,25.5,25.5,74.5,"Mönthal AG","Nein zur Biodiversitätsinitiative in Mönthal: Mit 111 Nein- zu 38 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 74,5 Prozent. Mönthal hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4107,27.7,27.7,72.3,"Mülligen AG","72,3 Prozent der Stimmbürgerinnen und Stimmbürger von Mülligen haben Nein gesagt zur Biodiversitätsinitiative. Mülligen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4110,25.9,25.9,74.1,"Remigen AG","Remigen hat die Biodiversitätsinitiative mit 74,1 Prozent abgelehnt. Remigen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4111,34.9,34.9,65.1,"Riniken AG","In Riniken hat die Stimmbevölkerung die Biodiversitätsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 65,1 Prozent verworfen. Riniken hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4112,28.8,28.8,71.2,"Rüfenach AG","In Rüfenach hat die Stimmbevölkerung die Biodiversitätsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 71,2 Prozent verworfen. Rüfenach hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4117,26.5,26.5,73.5,"Thalheim AG","Keine Mehrheit für die Biodiversitätsinitiative in Thalheim AG: Mit 289 Nein-Stimmen zu 104 Ja-Stimmen oder 73,5 Prozent hat die Gemeinde das Volksbegehren verworfen. Thalheim AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4120,32.6,32.6,67.4,"Veltheim AG","Keine Mehrheit für die Biodiversitätsinitiative in Veltheim AG: Mit 326 Nein-Stimmen zu 158 Ja-Stimmen oder 67,4 Prozent hat die Gemeinde das Volksbegehren verworfen. Veltheim AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4121,31.7,31.7,68.3,"Villigen AG","In Villigen hat die Stimmbevölkerung die Biodiversitätsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 68,3 Prozent verworfen. Villigen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4122,26.9,26.9,73.1,"Villnachern AG","Nein zur Biodiversitätsinitiative in Villnachern. Die Gemeinde hat die Vorlage mit 73,1 Prozent abgelehnt. Villnachern hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4123,50.3,50.3,49.7,"Windisch AG","Die Gemeinde Windisch hat die Biodiversitätsinitiative mit 50,3 Prozent Ja-Stimmen angenommen. Windisch hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat."
4124,34.1,34.1,65.9,"Bözberg AG","Nein zur Biodiversitätsinitiative in Bözberg: Mit 404 Nein- zu 209 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 65,9 Prozent. Bözberg hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4125,28,28,72,"Schinznach AG","Nein zur Biodiversitätsinitiative in Schinznach. Die Gemeinde hat die Vorlage mit 72 Prozent abgelehnt. Schinznach hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4131,38,38,62,"Beinwil am See AG","In Beinwil am See hat die Biodiversitätsinitiative keine Mehrheit gefunden. Auf 62 Prozent der abgegebenen Stimmzettel stand ein Nein. Beinwil am See hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4132,35,35,65,"Birrwil AG","65 Prozent der Stimmbürgerinnen und Stimmbürger von Birrwil haben Nein gesagt zur Biodiversitätsinitiative. Birrwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4134,12.8,12.8,87.2,"Dürrenäsch AG","Nein zur Biodiversitätsinitiative in Dürrenäsch: Mit 394 Nein- zu 58 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 87,2 Prozent. Dürrenäsch hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Aargau."
4135,24.5,24.5,75.5,"Gontenschwil AG","Gontenschwil hat die Biodiversitätsinitiative mit 75,5 Prozent abgelehnt. Gontenschwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4136,20,20,80,"Holziken AG","Nein zur Biodiversitätsinitiative in Holziken. Die Gemeinde hat die Vorlage mit 80 Prozent abgelehnt. Holziken hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4137,25.2,25.2,74.8,"Leimbach AG","74,8 Prozent der Stimmbürgerinnen und Stimmbürger von Leimbach AG haben Nein gesagt zur Biodiversitätsinitiative. Leimbach AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4138,21.5,21.5,78.5,"Leutwil AG","Keine Mehrheit für die Biodiversitätsinitiative in Leutwil: Mit 227 Nein-Stimmen zu 62 Ja-Stimmen oder 78,5 Prozent hat die Gemeinde das Volksbegehren verworfen. Leutwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4139,30.5,30.5,69.5,"Menziken AG","In Menziken hat die Biodiversitätsinitiative keine Mehrheit gefunden. Auf 69,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Menziken hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4140,26.8,26.8,73.2,"Oberkulm AG","In Oberkulm hat die Biodiversitätsinitiative keine Mehrheit gefunden. Auf 73,2 Prozent der abgegebenen Stimmzettel stand ein Nein. Oberkulm hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4141,27.6,27.6,72.4,"Reinach AG","In Reinach AG hat die Stimmbevölkerung die Biodiversitätsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 72,4 Prozent verworfen. Reinach AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4142,20.6,20.6,79.4,"Schlossrued AG","In Schlossrued hat die Biodiversitätsinitiative keine Mehrheit gefunden. Auf 79,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Schlossrued hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4143,20.8,20.8,79.2,"Schmiedrued AG","Nein zur Biodiversitätsinitiative in Schmiedrued: Mit 289 Nein- zu 76 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 79,2 Prozent. Schmiedrued hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4144,26.5,26.5,73.5,"Schöftland AG","Nein zur Biodiversitätsinitiative in Schöftland: Mit 978 Nein- zu 352 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 73,5 Prozent. Schöftland hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4145,28,28,72,"Teufenthal AG","In Teufenthal AG hat die Biodiversitätsinitiative keine Mehrheit gefunden. Auf 72 Prozent der abgegebenen Stimmzettel stand ein Nein. Teufenthal AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4146,21.3,21.3,78.7,"Unterkulm AG","In Unterkulm hat die Stimmbevölkerung die Biodiversitätsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 78,7 Prozent verworfen. Unterkulm hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4147,19,19,81,"Zetzwil AG","In Zetzwil hat die Biodiversitätsinitiative keine Mehrheit gefunden. Auf 81 Prozent der abgegebenen Stimmzettel stand ein Nein. Zetzwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4161,26,26,74,"Eiken AG","In Eiken hat die Biodiversitätsinitiative keine Mehrheit gefunden. Auf 74 Prozent der abgegebenen Stimmzettel stand ein Nein. Eiken hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
4163,31.1,31.1,68.9,"Frick AG","Nein zur Biodiversitätsinitiative in Frick: Mit 951 Nein- zu 429 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 68,9 Prozent. Frick hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage."
